1988
"[376, 593, 748, 833, 64, 1407, 1692, 1723, 1313, 1464, 1576, 1137, 1362, 1077, 1017, 1450, 604, 1577, 1102, 1862]"
"[376, 593, 748, 833, 64, 1407, 1692, 1723, 1313, 1464, 1576, 1137, 1362, 1077, 1017, 1450, 604, 1577, 1102, 1862, 1694, 1513, 1438, 1084, 1347, 1868, 1529, 1916, 1279, 1755]"
"[376, 593, 748, 833, 64, 1407, 1692, 1723, 1313, 1464, 1576, 1137, 1362, 1077, 1017, 1450, 604, 1577, 1102, 1862, 1694, 1513, 1438, 1084, 1347, 1868, 1529, 1916, 1279, 1755, 1515, 1085, 1965, 1144, 1626, 1732, 1449, 1598, 1395, 1767]"
"[376, 593, 748, 833, 64, 1407, 1692, 1723, 1313, 1464, 1576, 1137, 1362, 1077, 1017, 1450, 604, 1577, 1102, 1862, 1694, 1513, 1438, 1084, 1347, 1868, 1529, 1916, 1279, 1755, 1515, 1085, 1965, 1144, 1626, 1732, 1449, 1598, 1395, 1767, 1089, 1652, 1422, 1510, 1770, 1382, 1379, 1898, 1561, 1182]"
"[376, 593, 748, 833, 64, 1407, 1692, 1723, 1313, 1464, 1576, 1137, 1362, 1077, 1017, 1450, 604, 1577, 1102, 1862, 1694, 1513, 1438, 1084, 1347, 1868, 1529, 1916, 1279, 1755, 1515, 1085, 1965, 1144, 1626, 1732, 1449, 1598, 1395, 1767, 1089, 1652, 1422, 1510, 1770, 1382, 1379, 1898, 1561, 1182, 1329, 1760, 1843, 1190, 1415, 333, 1224, 1784, 1769, 1499]"
"[376, 593, 748, 833, 64, 1407, 1692, 1723, 1313, 1464, 1576, 1137, 1362, 1077, 1017, 1450, 604, 1577, 1102, 1862, 1694, 1513, 1438, 1084, 1347, 1868, 1529, 1916, 1279, 1755, 1515, 1085, 1965, 1144, 1626, 1732, 1449, 1598, 1395, 1767, 1089, 1652, 1422, 1510, 1770, 1382, 1379, 1898, 1561, 1182, 1329, 1760, 1843, 1190, 1415, 333, 1224, 1784, 1769, 1499, 1946, 1765, 1256, 1501, 1638, 1519, 732, 1345, 1421, 1469]"
"[376, 593, 748, 833, 64, 1407, 1692, 1723, 1313, 1464, 1576, 1137, 1362, 1077, 1017, 1450, 604, 1577, 1102, 1862, 1694, 1513, 1438, 1084, 1347, 1868, 1529, 1916, 1279, 1755, 1515, 1085, 1965, 1144, 1626, 1732, 1449, 1598, 1395, 1767, 1089, 1652, 1422, 1510, 1770, 1382, 1379, 1898, 1561, 1182, 1329, 1760, 1843, 1190, 1415, 333, 1224, 1784, 1769, 1499, 1946, 1765, 1256, 1501, 1638, 1519, 732, 1345, 1421, 1469, 1600, 1563, 1601, 1997, 1922, 1433, 1041, 1505, 1552, 1819]"
"[376, 593, 748, 833, 64, 1407, 1692, 1723, 1313, 1464, 1576, 1137, 1362, 1077, 1017, 1450, 604, 1577, 1102, 1862, 1694, 1513, 1438, 1084, 1347, 1868, 1529, 1916, 1279, 1755, 1515, 1085, 1965, 1144, 1626, 1732, 1449, 1598, 1395, 1767, 1089, 1652, 1422, 1510, 1770, 1382, 1379, 1898, 1561, 1182, 1329, 1760, 1843, 1190, 1415, 333, 1224, 1784, 1769, 1499, 1946, 1765, 1256, 1501, 1638, 1519, 732, 1345, 1421, 1469, 1600, 1563, 1601, 1997, 1922, 1433, 1041, 1505, 1552, 1819, 1211, 100, 1327, 1320, 32, 1706, 746, 1618, 1729, 200]"
"[376, 593, 748, 833, 64, 1407, 1692, 1723, 1313, 1464, 1576, 1137, 1362, 1077, 1017, 1450, 604, 1577, 1102, 1862, 1694, 1513, 1438, 1084, 1347, 1868, 1529, 1916, 1279, 1755, 1515, 1085, 1965, 1144, 1626, 1732, 1449, 1598, 1395, 1767, 1089, 1652, 1422, 1510, 1770, 1382, 1379, 1898, 1561, 1182, 1329, 1760, 1843, 1190, 1415, 333, 1224, 1784, 1769, 1499, 1946, 1765, 1256, 1501, 1638, 1519, 732, 1345, 1421, 1469, 1600, 1563, 1601, 1997, 1922, 1433, 1041, 1505, 1552, 1819, 1211, 100, 1327, 1320, 32, 1706, 746, 1618, 1729, 200, 1273, 1490, 1335, 1777, 1106, 1745, 1809, 1966, 1674, 1399]"
"[376, 593, 748, 833, 64, 1407, 1692, 1723, 1313, 1464, 1576, 1137, 1362, 1077, 1017, 1450, 604, 1577, 1102, 1862, 1694, 1513, 1438, 1084, 1347, 1868, 1529, 1916, 1279, 1755, 1515, 1085, 1965, 1144, 1626, 1732, 1449, 1598, 1395, 1767, 1089, 1652, 1422, 1510, 1770, 1382, 1379, 1898, 1561, 1182, 1329, 1760, 1843, 1190, 1415, 333, 1224, 1784, 1769, 1499, 1946, 1765, 1256, 1501, 1638, 1519, 732, 1345, 1421, 1469, 1600, 1563, 1601, 1997, 1922, 1433, 1041, 1505, 1552, 1819, 1211, 100, 1327, 1320, 32, 1706, 746, 1618, 1729, 200, 1273, 1490, 1335, 1777, 1106, 1745, 1809, 1966, 1674, 1399, 1060, 1791, 1711, 1207, 1713, 1573, 545, 1837, 1088, 1337]"
"[376, 593, 748, 833, 64, 1407, 1692, 1723, 1313, 1464, 1576, 1137, 1362, 1077, 1017, 1450, 604, 1577, 1102, 1862, 1694, 1513, 1438, 1084, 1347, 1868, 1529, 1916, 1279, 1755, 1515, 1085, 1965, 1144, 1626, 1732, 1449, 1598, 1395, 1767, 1089, 1652, 1422, 1510, 1770, 1382, 1379, 1898, 1561, 1182, 1329, 1760, 1843, 1190, 1415, 333, 1224, 1784, 1769, 1499, 1946, 1765, 1256, 1501, 1638, 1519, 732, 1345, 1421, 1469, 1600, 1563, 1601, 1997, 1922, 1433, 1041, 1505, 1552, 1819, 1211, 100, 1327, 1320, 32, 1706, 746, 1618, 1729, 200, 1273, 1490, 1335, 1777, 1106, 1745, 1809, 1966, 1674, 1399, 1060, 1791, 1711, 1207, 1713, 1573, 545, 1837, 1088, 1337, 1545, 1203, 1250, 1271, 1216, 1866, 1543, 1641, 1807, 1658]"
